vcenter_name,URL
10.99.22.70,https://10.99.22.70/ui/#?extensionId=vsphere.core.vm.summary&objectId=urn:vmomi:VirtualMachine:vm-30161:CAA98695-5946-41FC-832F-25A44F19F27E&navigator=vsphere.core.viTree.vmsAndTemplatesView

